Number,mean-1,mean-2,mean-3,mean-4,mean-5,mean-average,mean-max,mean-min,mean-diff,skewness-1,skewness-2,skewness-3,skewness-4,skewness-5,skewness-average,skewness-max,skewness-min,skewness-diff,kurt-1,kurt-2,kurt-3,kurt-4,kurt-5,kurt-average,kurt-max,kurt-min,kurt-diff,homogeneity-1,homogeneity-2,homogeneity-3,homogeneity-4,homogeneity-5,homogeneity-average,homogeneity-max,homogeneity-min,homogeneity-diff,energy-1,energy-2,energy-3,energy-4,energy-5,energy-average,energy-max,energy-min,energy-diff,asm-1,asm-2,asm-3,asm-4,asm-5,asm-average,asm-max,asm-min,asm-diff,CO2_0.15,N2_0.85,CO2_0.015*100,N2_0.085*100,Working_Capacity,Selectivity
1,18.84687031,21.41679766,18.75134788,36.30466566,22.02783105,23.82992038,36.30466566,18.75134788,17.55331778,2.528940958,2.244896398,2.536752418,1.464227289,2.156042359,2.186171884,2.536752418,1.464227289,1.072525129,5.992196894,4.515675493,5.982152161,1.251261767,4.019534044,4.352164072,5.992196894,1.251261767,4.740935127,0.628512356,0.600232353,0.627855349,0.500403553,0.600559204,0.591512563,0.628512356,0.500403553,0.128108803,0.505939215,0.445530101,0.507673272,0.394452367,0.459196608,0.462558313,0.507673272,0.394452367,0.113220905,0.255974489,0.198497071,0.257732151,0.15559267,0.210861525,0.215731581,0.257732151,0.15559267,0.102139481,1.104251086,0.155365362,1.9704311,0.7838179,1.084546775,40.27553338
3,14.53313745,18.75543888,30.94236167,19.31110098,14.59754774,20.88550975,30.94236167,14.53313745,16.40922422,3.149950245,2.683571471,1.907852664,2.574652968,3.181831546,2.699571779,3.181831546,1.907852664,1.273978882,9.865798088,6.945970662,2.850336887,6.320263884,10.17186946,7.230847796,10.17186946,2.850336887,7.321532573,0.720227491,0.674440365,0.558333873,0.674848096,0.719056275,0.66938122,0.720227491,0.558333873,0.161893618,0.65426636,0.574045207,0.463368315,0.583899808,0.650963767,0.585308691,0.65426636,0.463368315,0.190898045,0.428064469,0.3295279,0.214710195,0.340938985,0.423753826,0.347399075,0.428064469,0.214710195,0.213354274,0.282848697,0.281205754,0.8880039,1.7180748,0.273968659,5.699774134
4,35.11213804,22.41579012,19.09149775,19.15893538,22.06343006,23.94459032,35.11213804,19.09149775,16.02064029,1.606233893,2.141847882,2.51438361,2.48484698,2.189013611,2.187265195,2.51438361,1.606233893,0.908149717,1.906533687,4.088277027,6.019527961,5.766619167,4.346040396,4.425399648,6.019527961,1.906533687,4.112994274,0.515744135,0.608903066,0.631384561,0.628713594,0.614106993,0.59977047,0.631384561,0.515744135,0.115640426,0.403475055,0.468918829,0.508015911,0.512066383,0.459028103,0.470300856,0.512066383,0.403475055,0.108591328,0.16279212,0.219884868,0.258080166,0.26221198,0.210706799,0.222735187,0.26221198,0.16279212,0.09941986,0.442760064,0.137135423,0.8234424,0.6517761,0.43452564,18.29559167
5,34.31293042,34.85115215,26.80210658,26.99042152,33.70936415,30.73915267,34.85115215,26.80210658,8.04904557,1.749789814,1.657769057,2.094437302,2.086393108,1.729116438,1.863501144,2.094437302,1.657769057,0.436668245,2.126102509,1.86591551,3.684566229,3.573288374,2.126731836,2.675320892,3.684566229,1.86591551,1.818650719,0.525410987,0.496909408,0.544262683,0.550812941,0.508914199,0.525262044,0.550812941,0.496909408,0.053903533,0.420000438,0.375698028,0.40516445,0.417048514,0.379977996,0.399577885,0.420000438,0.375698028,0.04430241,0.176400368,0.141149008,0.164158232,0.173929463,0.144383277,0.16000407,0.176400368,0.141149008,0.03525136,0.623326842,0.19345809,1.3222899,0.9397173,0.610103943,18.25814285
6,14.70139093,14.79220588,18.11478885,34.17120334,18.8223902,20.44489725,34.17120334,14.70139093,19.46981241,3.07580952,3.006013993,2.613383899,1.64555931,2.47222849,2.562599042,3.07580952,1.64555931,1.43025021,9.535291163,8.942166299,6.67439642,1.962473891,5.76905445,6.576676445,9.535291163,1.962473891,7.572817272,0.687212571,0.683408136,0.638943399,0.493827885,0.626789249,0.626036248,0.687212571,0.493827885,0.193384686,0.586592095,0.589077096,0.5123131,0.387306748,0.510467011,0.51715121,0.589077096,0.387306748,0.201770348,0.344090286,0.347011825,0.262464712,0.150006517,0.26057657,0.272829982,0.347011825,0.150006517,0.197005308,0.379180837,0.230734674,0.9681705,1.3890795,0.369499133,9.312390593
7,17.1659621,16.99343831,21.07648133,33.02812688,21.97579051,22.06600216,33.02812688,16.99343831,16.03468857,2.845158963,2.826494512,2.440284114,1.772540675,2.348614651,2.446618583,2.845158963,1.772540675,1.072618288,8.032641549,7.819471689,5.671096931,2.433015673,5.174905865,5.826226341,8.032641549,2.433015673,5.599625876,0.67629131,0.678538535,0.638639013,0.514482925,0.637954158,0.629181188,0.678538535,0.514482925,0.16405561,0.577594222,0.581080831,0.520404157,0.410395764,0.532251657,0.524345326,0.581080831,0.410395764,0.170685067,0.333615086,0.337654932,0.270820487,0.168424683,0.283291826,0.278761403,0.337654932,0.168424683,0.169230249,0.367667512,0.22513178,0.9148772,1.2736293,0.35851874,9.254354216
9,18.04972454,17.79345688,21.81146763,32.71784333,22.75520833,22.5931231,32.71784333,17.79345688,14.92438645,2.723877112,2.705554873,2.341479885,1.688184871,2.24762148,2.341343644,2.723877112,1.688184871,1.035692241,7.217210608,7.049938234,5.094262822,2.092908342,4.64185205,5.219234411,7.217210608,2.092908342,5.124302266,0.65577869,0.66045961,0.612803714,0.522432574,0.603204354,0.610935788,0.66045961,0.522432574,0.138027036,0.545289831,0.555668616,0.478866197,0.424211764,0.483264969,0.497460275,0.555668616,0.424211764,0.131456852,0.297341,0.308767611,0.229312834,0.17995562,0.23354503,0.249784419,0.308767611,0.17995562,0.128811991,0.382842492,0.198604104,0.9038237,1.1267772,0.373804255,10.92344389
10,35.67482489,18.02598459,17.61229413,23.18574064,22.58558873,23.62471106,35.67482489,17.61229413,18.06253076,1.430110226,2.557692105,2.642355914,2.030817534,2.107785256,2.153752207,2.642355914,1.430110226,1.212245688,1.3039483,6.294320698,6.936325111,3.657127453,4.032174766,4.444779266,6.936325111,1.3039483,5.632376811,0.457335242,0.593060635,0.606280843,0.542828808,0.547372898,0.549375685,0.606280843,0.457335242,0.148945601,0.35356699,0.438421944,0.454222904,0.378062182,0.379026618,0.400660128,0.454222904,0.35356699,0.100655914,0.125009616,0.192213801,0.206318446,0.142931013,0.143661177,0.162026811,0.206318446,0.125009616,0.08130883,0.412939503,0.144334349,0.8197747,0.7451394,0.404741756,16.21229129
11,29.51029731,14.9129804,15.00330343,19.72860348,19.07085558,19.78879616,29.51029731,14.9129804,14.59731691,1.947289314,3.118839487,3.154535844,2.55767133,2.658522851,2.687371765,3.154535844,1.947289314,1.20724653,3.099395529,9.728759039,10.0676739,6.298247427,6.896264405,7.21806806,10.0676739,3.099395529,6.968278371,0.543993137,0.696327413,0.694111795,0.641044504,0.644445392,0.643984448,0.696327413,0.543993137,0.152334276,0.436330113,0.613281298,0.610390907,0.541568791,0.537792076,0.547872637,0.613281298,0.436330113,0.176951185,0.190383968,0.37611395,0.372577059,0.293296755,0.289220317,0.30431841,0.37611395,0.190383968,0.185729982,0.295236378,0.256754704,0.8431815,1.5700621,0.286804563,6.515970739
12,38.65124199,21.29224694,21.56992733,28.26195426,28.11411881,27.44384263,38.65124199,21.29224694,17.35899505,1.27415396,2.190819929,2.221057807,1.707924463,1.713840833,1.821559398,2.221057807,1.27415396,0.946903847,0.727158942,4.147900055,4.352632875,2.182366122,2.168652241,2.715742047,4.352632875,0.727158942,3.625473933,0.49710925,0.648313718,0.645398711,0.577051939,0.572197654,0.588014254,0.648313718,0.49710925,0.151204468,0.368862256,0.534728496,0.530130248,0.443730935,0.430869192,0.461664225,0.534728496,0.368862256,0.16586624,0.136059364,0.285934565,0.28103808,0.196897142,0.185648261,0.217115482,0.285934565,0.136059364,0.149875201,0.787116619,0.16722755,1.5006469,0.8222032,0.77211015,26.67220505
13,29.2095045,14.76589291,14.89738451,18.65949741,18.10538594,19.38306983,29.2095045,14.76589291,14.44361159,1.933340603,3.112555835,3.125913888,2.621050676,2.683975781,2.695367357,3.125913888,1.933340603,1.192573285,3.046361982,9.702292544,9.891175641,6.686382041,7.029721474,7.271186736,9.891175641,3.046361982,6.844813659,0.546775279,0.694125433,0.687935215,0.660320435,0.666000667,0.651031406,0.694125433,0.546775279,0.147350154,0.446367432,0.601502178,0.584806251,0.559280497,0.551416614,0.548674594,0.601502178,0.446367432,0.155134746,0.199243884,0.36180487,0.341998351,0.312794675,0.304060282,0.303980412,0.36180487,0.199243884,0.162560986,0.269849471,0.260028341,0.8133246,1.6007421,0.261716225,5.880693597
14,40.92060029,20.39130995,20.35828836,25.75549627,25.27790179,26.85642372,40.92060029,20.35828836,20.56231193,1.442526352,2.574997282,2.600635982,2.176464578,2.218489849,2.202622809,2.600635982,1.442526352,1.15810963,1.067438576,6.098033731,6.29443174,4.060330896,4.279743343,4.359995657,6.29443174,1.067438576,5.226993164,0.46993235,0.620083476,0.624733763,0.585600058,0.584055255,0.57688098,0.624733763,0.46993235,0.154801413,0.370960072,0.502305236,0.506871052,0.45568319,0.444469257,0.456057761,0.506871052,0.370960072,0.13591098,0.137611375,0.25231055,0.256918264,0.20764717,0.19755292,0.210408056,0.256918264,0.137611375,0.119306889,0.399525161,0.188165812,0.8774715,1.0161474,0.390750446,12.03181329
15,32.39095859,16.87575462,16.76827849,20.54024538,20.33279157,21.64380927,32.39095859,16.76827849,15.6226801,1.747935688,2.776903413,2.839337012,2.362692842,2.43710591,2.432794973,2.839337012,1.747935688,1.091401324,2.490032667,7.691026089,8.229969148,5.414741568,5.862834689,5.937720832,8.229969148,2.490032667,5.739936481,0.491543373,0.644582967,0.638192422,0.605096941,0.599860208,0.595855182,0.644582967,0.491543373,0.153039594,0.377113041,0.529786336,0.514617575,0.481070791,0.463777268,0.473273002,0.529786336,0.377113041,0.152673295,0.142214245,0.280673562,0.264831249,0.231429106,0.215089354,0.226847503,0.280673562,0.142214245,0.138459317,0.279732415,0.178642097,0.7020932,1.0455402,0.272711483,8.873330388
16,33.27990962,17.54173271,17.72509766,22.02917502,21.30115029,22.64397875,33.27990962,17.54173271,15.73817691,1.747240169,2.760468415,2.765013662,2.330197105,2.388712743,2.398326419,2.765013662,1.747240169,1.017773493,2.237926787,7.266746898,7.364503351,4.924873614,5.231880331,5.405186196,7.364503351,2.237926787,5.126576564,0.51391565,0.676374318,0.672765036,0.638909096,0.638672478,0.628127316,0.676374318,0.51391565,0.162458668,0.402297943,0.564127233,0.55402933,0.525290009,0.515669225,0.512282748,0.564127233,0.402297943,0.16182929,0.161843635,0.318239534,0.306948498,0.275929594,0.26591475,0.265775202,0.318239534,0.161843635,0.156395899,0.476566685,0.22603972,1.100401,1.3006161,0.465562676,11.94721242
17,29.02727591,16.40278326,16.00203266,20.4099404,19.90106256,20.46050806,29.02727591,16.00203266,13.02524325,1.972645952,2.916284528,2.989177945,2.490426199,2.560461217,2.585799168,2.989177945,1.972645952,1.016531993,3.085980353,8.231441646,8.809930618,5.772385226,6.170571354,6.414061839,8.809930618,3.085980353,5.723950265,0.591003629,0.712486524,0.716512946,0.678567101,0.67922256,0.675558552,0.716512946,0.591003629,0.125509317,0.49901737,0.635913634,0.631068347,0.584115993,0.579858918,0.585994852,0.635913634,0.49901737,0.136896264,0.249018335,0.404386149,0.398247259,0.341191493,0.336236364,0.34581592,0.404386149,0.249018335,0.155367814,0.297871477,0.263127623,0.8541886,1.5180612,0.289329591,6.414903731
18,32.90944427,16.07238963,15.94112723,20.1388189,19.82461515,21.26544501,32.90944427,15.94112723,16.96831704,1.62219649,2.754461739,2.832649368,2.273055815,2.333082009,2.363089084,2.832649368,1.62219649,1.210452878,1.889652387,7.235434766,7.878361127,4.662018217,4.977763631,5.328646026,7.878361127,1.889652387,5.98870874,0.494235436,0.66224664,0.664955657,0.6187099,0.621816635,0.612392854,0.664955657,0.494235436,0.170720221,0.370589656,0.546712278,0.549595098,0.486184396,0.481156635,0.486847613,0.549595098,0.370589656,0.179005442,0.137336693,0.298894315,0.302054772,0.236375267,0.231511708,0.241234551,0.302054772,0.137336693,0.164718079,0.333886453,0.183101623,0.7678022,1.0384524,0.326208431,10.33318657
19,18.35263576,18.45454489,23.26957144,22.68512892,38.98746693,20.69047025,23.26957144,18.35263576,4.91693568,2.520179627,2.54210667,1.993205534,2.066185349,1.339836221,2.09230268,2.54210667,1.339836221,1.202270449,6.072861406,6.310038673,3.388115506,3.728480655,1.081714136,4.116242075,6.310038673,1.081714136,5.228324537,0.620311333,0.621837267,0.566577471,0.571154797,0.459475888,0.567871351,0.621837267,0.459475888,0.162361379,0.472601469,0.466165747,0.408884159,0.400638343,0.343522208,0.418362385,0.472601469,0.343522208,0.129079261,0.223352149,0.217310504,0.167186255,0.160511082,0.118007507,0.177273499,0.223352149,0.118007507,0.105344642,0.660623966,0.096986322,0.9644123,0.4400303,0.650979843,38.59859546
20,37.73799059,19.44793732,19.53108438,23.75275088,22.76857794,25.11744079,37.73799059,19.44793732,18.29005327,1.469023216,2.521854274,2.507377674,2.107190444,2.220468063,2.165182734,2.521854274,1.469023216,1.052831058,1.314905411,5.93127401,5.890516672,3.856851915,4.454052538,4.289520109,5.93127401,1.314905411,4.616368599,0.485199978,0.624804033,0.624198766,0.57663546,0.579457837,0.578059215,0.624804033,0.485199978,0.139604055,0.375770599,0.502271911,0.498260413,0.433411599,0.426646653,0.447272235,0.502271911,0.375770599,0.126501312,0.141203543,0.252277073,0.248263439,0.187845614,0.182027367,0.202323407,0.252277073,0.141203543,0.11107353,1.099730086,0.185134368,2.1501464,0.9560488,1.078228622,33.66097762
21,18.0883297,17.99575057,23.38307431,23.04542796,37.98752005,20.62814564,23.38307431,17.99575057,5.38732374,2.751882639,2.79892091,2.262280595,2.316962329,1.498277244,2.325664743,2.79892091,1.498277244,1.300643666,7.372311716,7.730111602,4.73166078,5.011735541,1.414648208,5.252093569,7.730111602,1.414648208,6.315463394,0.631510481,0.633618719,0.582624881,0.581168851,0.448031031,0.575390793,0.633618719,0.448031031,0.185587688,0.518806675,0.524496036,0.462339669,0.451058514,0.343374053,0.460014989,0.524496036,0.343374053,0.181121983,0.269160366,0.275096092,0.21375797,0.203453783,0.11790574,0.21587479,0.275096092,0.11790574,0.157190352,0.366343121,0.210974212,0.8979364,1.2249428,0.357363757,9.839801412
23,28.76054293,14.74254437,14.63219522,18.03646292,17.6518764,19.04293636,28.76054293,14.63219522,14.12834771,2.004710495,3.115519332,3.152615549,2.664930902,2.741895803,2.735934416,3.152615549,2.004710495,1.147905054,3.372945229,9.709523834,10.06090236,6.923463944,7.427198273,7.498806728,10.06090236,3.372945229,6.687957131,0.541134216,0.701727703,0.705441395,0.677119435,0.672255862,0.659535722,0.705441395,0.541134216,0.164307179,0.436657146,0.618670642,0.619410721,0.581696863,0.560145216,0.563316118,0.619410721,0.436657146,0.182753575,0.190669463,0.382753363,0.383669641,0.338371241,0.313762663,0.321845274,0.383669641,0.190669463,0.193000178,0.254574704,0.247746799,0.6892646,1.4695966,0.247682059,5.822840088
24,33.35390474,17.80014723,17.69710296,22.98099241,21.98969583,22.95803684,33.35390474,17.69710296,15.65680178,1.721708298,2.727326695,2.764332908,2.294408482,2.355750519,2.37270538,2.764332908,1.721708298,1.04262461,2.13003703,7.060276698,7.333445237,4.648377595,5.028007658,5.240028844,7.333445237,2.13003703,5.203408207,0.503747294,0.670665691,0.671639231,0.629166968,0.624546855,0.619953208,0.671639231,0.503747294,0.167891937,0.388254434,0.575194565,0.569041794,0.513063422,0.49578156,0.508267155,0.575194565,0.388254434,0.186940131,0.150741506,0.330848787,0.323808563,0.263234075,0.245799356,0.262886457,0.330848787,0.150741506,0.180107281,0.42378696,0.237112368,1.1295178,1.3642081,0.412491782,10.12793835
25,20.99491775,33.40367839,17.06090856,16.91311728,21.65517028,22.0931555,33.40367839,16.91311728,16.49056111,2.412717622,1.728989834,2.808235084,2.829813171,2.337023891,2.42335592,2.829813171,1.728989834,1.100823337,5.514718001,2.240310302,7.685765764,7.890910924,5.091278551,5.684596708,7.890910924,2.240310302,5.650600622,0.636194853,0.525820783,0.679867405,0.681070725,0.639670683,0.63252489,0.681070725,0.525820783,0.155249942,0.520351301,0.426919287,0.587183223,0.58495222,0.537470556,0.531375317,0.587183223,0.426919287,0.160263936,0.270765476,0.182260077,0.344784138,0.342169099,0.288874599,0.285770678,0.344784138,0.182260077,0.162524061,0.367859154,0.233758143,0.8979851,1.3786544,0.358879303,8.917487015
26,32.14539292,18.01834239,18.16314817,22.41711479,21.42649762,22.68599957,32.14539292,18.01834239,14.12705053,1.735580028,2.656651066,2.650238145,2.205806057,2.278653763,2.305385812,2.656651066,1.735580028,0.921071038,2.38376617,6.901248468,6.932592432,4.531353138,4.887558546,5.127303751,6.932592432,2.38376617,4.548826262,0.493454902,0.629691554,0.628515517,0.596366744,0.59967515,0.589540773,0.629691554,0.493454902,0.136236652,0.364225318,0.496951859,0.493494389,0.457477941,0.457098998,0.453849701,0.496951859,0.364225318,0.132726541,0.132660082,0.24696115,0.243536712,0.209286067,0.208939494,0.208276701,0.24696115,0.132660082,0.114301068,0.341195439,0.135783804,0.782777,0.8154225,0.33336767,14.23911225
27,36.44910368,17.49986878,17.33592741,23.06219645,22.85944427,23.58677408,36.44910368,17.33592741,19.11317627,1.61286378,2.800389983,2.855002105,2.273727778,2.321602637,2.372717257,2.855002105,1.61286378,1.242138325,1.774256877,7.594627666,8.022912994,4.759445465,4.985474856,5.427343572,8.022912994,1.774256877,6.248656117,0.490170873,0.672438489,0.668802508,0.616826923,0.610827187,0.611813196,0.672438489,0.490170873,0.182267616,0.373063075,0.577268561,0.574429458,0.511331212,0.497295605,0.506677582,0.577268561,0.373063075,0.204205486,0.139176058,0.333238991,0.329969202,0.261459608,0.247302918,0.262229355,0.333238991,0.139176058,0.194062933,0.346070138,0.223231793,0.8387514,1.2583483,0.337682625,8.784878227
28,35.98880665,17.61141981,17.49747177,20.82816616,20.35441707,22.9814661,35.98880665,17.49747177,18.49133488,1.575293105,2.691334158,2.720094002,2.342652351,2.40329636,2.346533995,2.720094002,1.575293105,1.144800897,1.668469726,6.886736559,7.163444872,5.040255737,5.389606557,5.22970269,7.163444872,1.668469726,5.494975146,0.49650453,0.628837986,0.633954265,0.610816105,0.617821178,0.597586813,0.633954265,0.49650453,0.137449735,0.392558881,0.520930076,0.525730101,0.487086756,0.490570973,0.483375357,0.525730101,0.392558881,0.13317122,0.154102475,0.271368144,0.276392139,0.237253508,0.24065988,0.235955229,0.276392139,0.154102475,0.122289664,0.661489618,0.249088921,1.3164905,1.2834088,0.648324714,15.04860655
29,35.03294964,19.14739741,18.72466777,23.64585631,23.2587163,24.13771778,35.03294964,18.72466777,16.30828187,1.568166985,2.524522118,2.576411613,2.126879931,2.166239416,2.192444013,2.576411613,1.568166985,1.008244628,1.761141118,6.047885665,6.432207955,4.12468239,4.269494807,4.527082387,6.432207955,1.761141118,4.671066837,0.499671628,0.632983352,0.638296547,0.597681019,0.594373736,0.592601256,0.638296547,0.499671628,0.138624919,0.381685709,0.510837072,0.510254181,0.45907201,0.443943949,0.461158584,0.510837072,0.381685709,0.129151363,0.14568398,0.260954514,0.260359329,0.21074711,0.19708623,0.214966233,0.260954514,0.14568398,0.115270534,0.685642251,0.166014241,1.215338,0.7723564,0.673488871,23.40345054
30,19.18268408,24.99115645,25.29194135,35.56739583,34.87677951,26.25829443,35.56739583,19.18268408,16.38471175,2.669569052,2.096486137,2.088640804,1.5058367,1.580024174,1.988111373,2.669569052,1.5058367,1.163732352,6.914075507,3.959688334,3.932169001,1.538943791,1.852216933,3.639418713,6.914075507,1.538943791,5.375131716,0.713933707,0.572609345,0.568275392,0.447911356,0.440294918,0.548604944,0.713933707,0.440294918,0.273638789,0.617632249,0.448460854,0.43314343,0.296188913,0.276511425,0.414387374,0.617632249,0.276511425,0.341120824,0.381469595,0.201117137,0.187613231,0.087727872,0.076458568,0.186877281,0.381469595,0.076458568,0.305011027,0.515022801,0.171901122,1.1180719,0.9479305,0.503842082,16.97756537
32,34.02446909,16.35633638,16.38445534,21.47314549,21.14665637,22.05960158,34.02446909,16.35633638,17.66813271,1.672682758,2.889954632,2.892387854,2.326500923,2.411846398,2.438674513,2.892387854,1.672682758,1.219705096,1.973387786,8.09193791,8.185331963,4.947242604,5.371049651,5.713789983,8.185331963,1.973387786,6.211944177,0.502720652,0.673272268,0.670834004,0.610261606,0.613758446,0.614169395,0.673272268,0.502720652,0.170551616,0.389717999,0.564265995,0.557446558,0.478628249,0.468867862,0.491785333,0.564265995,0.389717999,0.174547996,0.151880119,0.318396113,0.310746666,0.229085,0.219837072,0.245988994,0.318396113,0.151880119,0.166515994,0.476385669,0.193195813,1.133809,1.0426961,0.465047579,13.97296737
33,40.94110141,20.84977131,21.07396747,25.44334759,24.41369048,27.07704695,40.94110141,20.84977131,20.0913301,1.446782511,2.524417101,2.514342302,2.130712515,2.231166209,2.169484128,2.524417101,1.446782511,1.07763459,1.188385006,5.921912855,5.887018154,3.959725159,4.458789544,4.283166144,5.921912855,1.188385006,4.733527849,0.467992094,0.607804432,0.606819549,0.567416217,0.57304201,0.56461486,0.607804432,0.467992094,0.139812338,0.368228063,0.486647776,0.481080895,0.439068111,0.430661745,0.441137318,0.486647776,0.368228063,0.118419713,0.135591907,0.236826058,0.231438827,0.192780806,0.185469539,0.196421427,0.236826058,0.135591907,0.101234151,0.681759555,0.193575404,1.4618934,0.9693341,0.667140622,19.95761897
34,36.15009747,16.35566308,15.99673275,21.59091807,21.28844485,22.52335284,36.15009747,15.99673275,20.15336472,1.575869853,2.911008241,3.002178404,2.348904335,2.414983225,2.450588812,3.002178404,1.575869853,1.426308551,1.693567289,8.354303615,9.053851332,5.174276865,5.531371667,5.961474154,9.053851332,1.693567289,7.360284043,0.464513457,0.65552094,0.659132854,0.610046299,0.601225098,0.59808773,0.659132854,0.464513457,0.194619397,0.349827456,0.551989586,0.549410039,0.492001902,0.46749469,0.482144735,0.551989586,0.349827456,0.20216213,0.122379249,0.304692503,0.301851391,0.242065872,0.218551285,0.23790806,0.304692503,0.122379249,0.182313254,0.350116772,0.209729237,0.8892624,1.144882,0.341224149,9.459792395
36,28.35208333,15.19324628,15.28255456,18.60902825,17.94526367,19.35922811,28.35208333,15.19324628,13.15883705,1.998945936,3.084230802,3.089693854,2.651787067,2.763926982,2.717716928,3.089693854,1.998945936,1.090747918,3.321879548,9.483596085,9.610490473,6.862750869,7.547485337,7.365240462,9.610490473,3.321879548,6.288610925,0.545248221,0.695509511,0.689402637,0.666276865,0.67345434,0.653978315,0.695509511,0.545248221,0.15026129,0.44291519,0.607922683,0.59188248,0.570917776,0.563193419,0.55536631,0.607922683,0.44291519,0.165007493,0.196173865,0.369569989,0.35032487,0.325947107,0.317186827,0.311840532,0.369569989,0.196173865,0.173396124,0.279653663,0.239387498,0.8476181,1.5022824,0.271177483,6.619828119
37,35.67072834,17.74060163,17.64947805,22.41475415,21.81583249,23.36889054,35.67072834,17.64947805,18.02125029,1.537816524,2.669634088,2.704558732,2.173542905,2.287395971,2.274589644,2.704558732,1.537816524,1.166742208,1.612779162,6.906035439,7.214561949,4.262838574,4.929449045,4.985132834,7.214561949,1.612779162,5.601782787,0.504460124,0.66590319,0.665930413,0.629932667,0.627871918,0.618819662,0.665930413,0.504460124,0.161470289,0.384760141,0.554608179,0.548046312,0.497758291,0.489957847,0.495026154,0.554608179,0.384760141,0.169848038,0.148040366,0.307590233,0.30035476,0.247763316,0.240058692,0.248761473,0.307590233,0.148040366,0.159549867,0.838684048,0.167955146,1.6308504,0.9030629,0.822375545,28.29650092
38,34.1062405,19.99199683,20.11002034,25.60034158,25.20027016,24.95214981,34.1062405,19.99199683,14.11424367,1.53281479,2.308021044,2.355581651,1.868411004,1.906726229,1.994310944,2.355581651,1.53281479,0.822766861,1.615693473,4.819332051,5.156151056,2.869756211,3.046508014,3.501488161,5.156151056,1.615693473,3.540457583,0.538940537,0.646413914,0.650711253,0.580888376,0.581308464,0.599652509,0.650711253,0.538940537,0.111770716,0.423139744,0.519748576,0.526782416,0.440053864,0.433507608,0.468646442,0.526782416,0.423139744,0.103642672,0.179047243,0.270138582,0.277499714,0.193647403,0.187928846,0.221652358,0.277499714,0.179047243,0.098452471,0.589841053,0.121063355,0.9954165,0.5428026,0.579886888,27.60895436
39,36.05948783,19.98537709,19.82527546,24.69925413,24.0193048,25.14234863,36.05948783,19.82527546,16.23421237,1.547015224,2.490175973,2.52447149,2.102942823,2.152689774,2.163459057,2.52447149,1.547015224,0.977456266,1.521396484,5.710958283,5.987821788,3.838329621,4.054242843,4.222549804,5.987821788,1.521396484,4.466425304,0.49364103,0.624380417,0.62468402,0.588257202,0.591130066,0.584418547,0.62468402,0.49364103,0.13104299,0.383808389,0.506725215,0.502445587,0.458431297,0.456613867,0.461604871,0.506725215,0.383808389,0.122916826,0.147308879,0.256770444,0.252451568,0.210159254,0.208496223,0.215037274,0.256770444,0.147308879,0.109461565,0.358788173,0.1941714,0.8009187,1.0624109,0.350778986,10.4708159
40,47.30902954,48.51777273,46.92988971,33.65292183,33.04287895,44.10240345,48.51777273,33.65292183,14.8648509,1.24306612,1.122864744,1.174936015,1.64941261,1.675625677,1.373181033,1.675625677,1.122864744,0.552760933,0.833208023,0.500468471,0.660167205,2.058578774,2.193153911,1.249115277,2.193153911,0.500468471,1.69268544,0.30658098,0.317718659,0.323404286,0.478699931,0.477712675,0.380823306,0.478699931,0.30658098,0.172118951,0.173493246,0.188701936,0.184714702,0.356381111,0.344323901,0.249522979,0.356381111,0.173493246,0.182887865,0.030099906,0.035608421,0.034119521,0.127007496,0.118558949,0.069078859,0.127007496,0.030099906,0.09690759,0.643991892,0.186585001,1.2744248,0.8969644,0.631247643,19.55831053
41,24.16913258,38.74179428,17.97562676,18.14573317,24.8629723,24.7580717,38.74179428,17.97562676,20.76616752,1.932842142,1.302429878,2.512166123,2.522492384,1.872967668,2.028579639,2.522492384,1.302429878,1.220062506,3.109349023,0.90033763,5.905190823,6.095085152,2.845722025,3.771136931,6.095085152,0.90033763,5.194747522,0.545727698,0.450194998,0.634212501,0.629319979,0.542452981,0.560381631,0.634212501,0.450194998,0.184017503,0.376180123,0.338493023,0.49951553,0.490641023,0.376122212,0.416190382,0.49951553,0.338493023,0.161022507,0.141511485,0.114577527,0.249515765,0.240728614,0.141467918,0.177560262,0.249515765,0.114577527,0.134938238,0.765466782,0.114573722,1.4873486,0.5721953,0.750593297,37.85898742
42,33.79606481,18.40789808,18.57936012,23.0686849,22.47735507,23.46300198,33.79606481,18.40789808,15.38816673,1.556944265,2.46746704,2.526946649,2.043105832,2.108636981,2.140620153,2.526946649,1.556944265,0.970002384,1.669652849,5.567704536,6.076169971,3.558695488,3.861359233,4.146716415,6.076169971,1.669652849,4.406517122,0.508719924,0.662367819,0.660103444,0.604262399,0.608812472,0.608853212,0.662367819,0.508719924,0.153647895,0.385463215,0.547739122,0.542329035,0.464832944,0.459160297,0.479904923,0.547739122,0.385463215,0.162275907,0.14858189,0.300018146,0.294120782,0.216069666,0.210828178,0.233923732,0.300018146,0.14858189,0.151436256,0.569152882,0.169834355,1.1010214,0.8636169,0.558142668,18.99026653
