Number,mean-1,mean-2,mean-3,mean-4,mean-5,mean-average,mean-max,mean-min,mean-diff,skewness-1,skewness-2,skewness-3,skewness-4,skewness-5,skewness-average,skewness-max,skewness-min,skewness-diff,kurt-1,kurt-2,kurt-3,kurt-4,kurt-5,kurt-average,kurt-max,kurt-min,kurt-diff,homogeneity-1,homogeneity-2,homogeneity-3,homogeneity-4,homogeneity-5,homogeneity-average,homogeneity-max,homogeneity-min,homogeneity-diff,energy-1,energy-2,energy-3,energy-4,energy-5,energy-average,energy-max,energy-min,energy-diff,asm-1,asm-2,asm-3,asm-4,asm-5,asm-average,asm-max,asm-min,asm-diff,CO2_0.15,N2_0.85,CO2_0.015*100,N2_0.085*100,Working_Capacity,Selectivity
820,17.68007305,18.4642416,15.23725818,29.44712753,15.11598628,20.20717509,29.44712753,15.23725818,14.20986935,2.689002537,2.558781195,3.029166022,1.880223019,2.992708982,2.629976351,3.029166022,1.880223019,1.148943003,6.975847399,6.190602686,9.13156676,2.791961291,8.765965488,6.771188725,9.13156676,2.791961291,6.339605469,0.675591622,0.667305801,0.689062414,0.533872045,0.693420225,0.651850421,0.693420225,0.533872045,0.15954818,0.565613659,0.563260811,0.588029273,0.420711428,0.601057528,0.54773454,0.601057528,0.420711428,0.1803461,0.319918812,0.317262742,0.345778426,0.176998106,0.361270152,0.304245648,0.361270152,0.176998106,0.184272046,0.41492882,0.238869504,1.0553494,1.4421856,0.404375326,9.843296332
822,31.93483035,17.28399031,21.95537534,21.66246122,17.43450323,23.20916431,31.93483035,17.28399031,14.65084004,1.758198674,2.827823194,2.32999461,2.388782246,2.770399143,2.415039573,2.827823194,1.758198674,1.06962452,2.357278607,7.921669538,5.081667429,5.408157994,7.482358302,5.650226374,7.921669538,2.357278607,5.564390931,0.516375732,0.669044702,0.622319292,0.61827633,0.667037302,0.618610672,0.669044702,0.516375732,0.15266897,0.405780658,0.571047485,0.512891741,0.4962676,0.568475812,0.510892659,0.571047485,0.405780658,0.165266827,0.164657942,0.32609523,0.263057938,0.246281531,0.323164749,0.264651478,0.32609523,0.164657942,0.161437288,0.402212385,0.220515143,0.8967917,1.2331963,0.393244467,10.33581405
823,23.17368381,17.82979651,17.62442168,35.0941376,22.5117072,23.4305099,35.0941376,17.62442168,17.46971592,2.062870244,2.604400902,2.572721016,1.513313551,2.109530434,2.172567229,2.604400902,1.513313551,1.091087351,3.785116929,6.584676213,6.269600134,1.560876168,3.962467288,4.432547346,6.584676213,1.560876168,5.023800045,0.564083489,0.625337988,0.621985142,0.456761094,0.55967879,0.565569301,0.625337988,0.456761094,0.168576894,0.412386053,0.488708355,0.489926653,0.338162008,0.399752245,0.425787063,0.489926653,0.338162008,0.151764645,0.170062257,0.238835856,0.240028125,0.114353544,0.159801857,0.184616328,0.240028125,0.114353544,0.125674581,0.26598651,0.111026363,0.6030917,0.5875292,0.259955593,13.57566663
824,25.16002976,19.71715774,19.57112676,36.17605287,26.19864885,25.15609178,36.17605287,19.57112676,16.60492611,1.845650396,2.319463015,2.327892262,1.376202994,1.778119747,1.929465683,2.327892262,1.376202994,0.951689268,2.564703393,4.800660677,4.782147376,0.978698056,2.318563181,3.088954537,4.800660677,0.978698056,3.821962621,0.543041105,0.599100595,0.604262532,0.465055479,0.529795407,0.548251024,0.604262532,0.465055479,0.139207053,0.396734865,0.466370031,0.47865249,0.35208469,0.393497213,0.417467858,0.47865249,0.35208469,0.1265678,0.157398553,0.217501006,0.229108207,0.123963629,0.154840056,0.17656229,0.229108207,0.123963629,0.105144578,0.416200803,0.180967834,0.8535535,0.9836878,0.407665268,13.03254376
825,24.44524098,20.00600602,33.75511516,32.80322935,24.00951805,27.75239788,33.75511516,20.00600602,13.74910914,1.796514167,2.429972117,1.227432368,1.269225764,1.74963729,1.694556341,2.429972117,1.227432368,1.202539749,2.327417897,5.857949125,0.31390863,0.494343993,1.97228367,2.193180663,5.857949125,0.31390863,5.544040495,0.537684507,0.664513117,0.435101272,0.433788294,0.5340256,0.521022558,0.664513117,0.433788294,0.230724823,0.387585318,0.532392277,0.25063876,0.246341744,0.373075669,0.358006754,0.532392277,0.246341744,0.286050533,0.150222379,0.283441537,0.062819788,0.060684255,0.139185455,0.139270683,0.283441537,0.060684255,0.222757282,0.573381104,0.102139242,0.8797452,0.4723202,0.564583652,31.81107978
826,19.07632488,16.26505456,31.40978943,16.08938772,19.34546663,20.71013915,31.40978943,16.08938772,15.32040171,2.686071868,2.992993059,1.886665577,2.980894183,2.595848174,2.628494572,2.992993059,1.886665577,1.106327482,6.933479621,8.875606595,2.795462849,8.715217179,6.489786812,6.761910611,8.875606595,2.795462849,6.080143746,0.690666035,0.700661652,0.560865566,0.702642343,0.6891837,0.668803859,0.702642343,0.560865566,0.141776777,0.587614781,0.616364738,0.459518881,0.620430108,0.59448712,0.575683126,0.620430108,0.459518881,0.160911227,0.345291131,0.37990549,0.211157602,0.384933519,0.353414936,0.334940536,0.384933519,0.211157602,0.173775917,0.32398336,0.242161844,0.9063645,1.3800802,0.314919716,7.58131703
827,14.4284113,14.40591989,19.17531703,19.60625,27.36427288,16.90397456,19.60625,14.40591989,5.20033011,3.14396057,3.136474431,2.596748382,2.517247491,2.061768127,2.6912398,3.14396057,2.061768127,1.082192443,9.963429023,9.818327626,6.492017964,6.044514095,3.566364413,7.176930624,9.963429023,3.566364413,6.39706461,0.715532197,0.714490308,0.661292089,0.660917217,0.595379789,0.66952232,0.715532197,0.595379789,0.120152408,0.633075509,0.639787579,0.560958601,0.569498992,0.500723574,0.580808851,0.639787579,0.500723574,0.139064005,0.400784601,0.409328147,0.314674552,0.324329102,0.250724098,0.3399681,0.409328147,0.250724098,0.158604049,0.299482803,0.280948412,0.9103292,1.7333908,0.290379511,6.040501192
828,20.65548233,37.5588114,20.41293025,24.66269865,25.18303783,25.82248066,37.5588114,20.41293025,17.14588115,2.569122976,1.563109566,2.567692027,2.244677701,2.189939892,2.226908432,2.569122976,1.563109566,1.00601341,6.288661839,1.596644488,6.244929159,4.604501904,4.340958739,4.615139226,6.288661839,1.596644488,4.692017351,0.629479366,0.493278624,0.631719659,0.59653846,0.591727961,0.588548814,0.631719659,0.493278624,0.138441035,0.514818208,0.396264597,0.525879067,0.472594877,0.478359394,0.477583229,0.525879067,0.396264597,0.12961447,0.265037788,0.157025631,0.276548793,0.223345917,0.22882771,0.230157168,0.276548793,0.157025631,0.119523162,0.451809549,0.226587082,1.0260406,1.2075203,0.441549144,11.29920597
829,14.32240269,17.19161603,16.63635706,14.26416614,29.89972411,15.60363548,17.19161603,14.26416614,2.92744989,3.087966549,2.585937276,2.700138673,3.043802556,1.855893441,2.654747699,3.087966549,1.855893441,1.232073108,9.586165315,6.354087641,7.053863827,9.130348045,2.766565894,6.978206144,9.586165315,2.766565894,6.819599421,0.70851865,0.683022086,0.679947058,0.708817605,0.542883685,0.664637817,0.708817605,0.542883685,0.16593392,0.614637112,0.580108633,0.560505306,0.617481817,0.43673036,0.561892646,0.617481817,0.43673036,0.180751457,0.377778779,0.336526026,0.314166198,0.381283794,0.190733408,0.320097641,0.381283794,0.190733408,0.190550386,0.264129414,0.194876885,0.7250246,1.2021643,0.256879168,7.680404704
830,22.12903801,18.54116411,36.19373866,23.01445391,18.26073585,24.96959867,36.19373866,18.54116411,17.65257455,2.338077101,2.682324287,1.588165062,2.220895021,2.688554476,2.303603189,2.688554476,1.588165062,1.100389414,5.033830033,6.891939368,1.687522558,4.405679733,6.896948467,4.983184032,6.896948467,1.687522558,5.209425909,0.609428146,0.650791582,0.489433242,0.605084717,0.654707624,0.601889062,0.654707624,0.489433242,0.165274382,0.475452235,0.548272905,0.387386817,0.484132571,0.554050424,0.48985899,0.554050424,0.387386817,0.166663607,0.226054828,0.300603178,0.150068546,0.234384346,0.306971873,0.243616554,0.306971873,0.150068546,0.156903327,0.624117512,0.212907323,1.2824823,1.0825715,0.611292689,16.61129287
832,17.228443,32.88962519,21.39464326,17.41630498,20.781215,22.23225411,32.88962519,17.228443,15.66118219,2.718319133,1.686373288,2.275348925,2.744349217,2.366848779,2.358247868,2.744349217,1.686373288,1.057975929,7.164262403,2.119416969,4.754213318,7.402594707,5.2838211,5.344861699,7.402594707,2.119416969,5.283177738,0.647529194,0.507348266,0.609002009,0.641735019,0.602093463,0.60154159,0.647529194,0.507348266,0.140180928,0.541276356,0.406523453,0.497313779,0.526001567,0.475762739,0.489375579,0.541276356,0.406523453,0.134752903,0.292980093,0.165261318,0.247320994,0.276677648,0.226350184,0.241718047,0.292980093,0.165261318,0.127718775,0.283068526,0.215517933,0.7858625,1.3198671,0.275209901,7.442791237
833,20.28514745,17.48971102,38.33711694,17.50981855,21.08858566,23.40544849,38.33711694,17.48971102,20.84740592,2.514749447,2.851615949,1.514661336,2.794678859,2.402280668,2.415597252,2.851615949,1.514661336,1.336954613,6.198964135,8.093656054,1.510654116,7.664679436,5.522565444,5.798103837,8.093656054,1.510654116,6.583001938,0.604189759,0.628764644,0.450337169,0.624623257,0.60044301,0.581671568,0.628764644,0.450337169,0.178427475,0.463565914,0.510465433,0.349409535,0.512220419,0.474783843,0.462089029,0.512220419,0.349409535,0.162810884,0.214893357,0.260574958,0.122087023,0.262369758,0.225419698,0.217068959,0.262369758,0.122087023,0.140282735,0.630744277,0.214378037,1.3998615,1.1433378,0.616745662,16.67249887
834,22.45077381,22.04936012,35.14697581,17.41083236,17.57042254,24.26448553,35.14697581,17.41083236,17.73614345,2.31593682,2.398286933,1.685271293,2.852321558,2.799980678,2.410359456,2.852321558,1.685271293,1.167050265,4.997724383,5.409812532,2.069384244,8.049417287,7.649775907,5.635222871,8.049417287,2.069384244,5.980033043,0.619325415,0.624214874,0.495731823,0.675116767,0.668743191,0.616626414,0.675116767,0.495731823,0.179384944,0.506459826,0.500971739,0.397503176,0.570764838,0.568421338,0.508824183,0.570764838,0.397503176,0.173261662,0.256501555,0.250972683,0.158008775,0.325772501,0.323102818,0.262871666,0.325772501,0.158008775,0.167763726,0.37783038,0.207453659,0.8484677,1.231931,0.369345703,10.3205643
835,22.95944196,22.453125,17.86318955,18.01077381,34.74816308,20.32163258,22.95944196,17.86318955,5.09625241,2.250898604,2.320322068,2.727098343,2.750087258,1.633569341,2.336395123,2.750087258,1.633569341,1.116517917,4.650324574,4.988170659,7.194197915,7.410021516,1.877069493,5.223956831,7.410021516,1.877069493,5.532952023,0.605549227,0.596849673,0.640224078,0.636870993,0.486973471,0.593293488,0.640224078,0.486973471,0.153250607,0.497570295,0.474182891,0.539866316,0.531155058,0.388386513,0.486232215,0.539866316,0.388386513,0.151479803,0.247576199,0.224849414,0.291455639,0.282125696,0.150844083,0.239370206,0.291455639,0.150844083,0.140611556,0.450969103,0.245460525,1.0721998,1.4270624,0.440247105,10.4110084
836,15.79913799,19.6280908,20.02339147,25.02591152,15.84211472,20.11913295,25.02591152,15.79913799,9.22677353,2.957797423,2.527140168,2.47700405,2.183859081,2.975840284,2.624328201,2.975840284,2.183859081,0.791981203,8.512876848,5.966442374,5.736657216,4.092192084,8.724533855,6.606540475,8.724533855,4.092192084,4.632341771,0.717019092,0.683903949,0.680631694,0.624053258,0.716744326,0.684470464,0.717019092,0.624053258,0.092965834,0.638288391,0.583243342,0.592183908,0.528520224,0.629133964,0.594273966,0.638288391,0.528520224,0.109768167,0.40741207,0.340172796,0.350681781,0.279333627,0.395809545,0.354681964,0.40741207,0.279333627,0.128078443,0.277394239,0.273571392,0.7901449,1.5291389,0.269492791,5.745851852
838,20.02894426,20.4424,16.86563675,16.67384281,34.87683929,18.50270596,20.4424,16.67384281,3.76855719,2.126176037,2.037515596,2.505862901,2.591119202,1.498513262,2.1518374,2.591119202,1.498513262,1.09260594,3.740195041,3.235113571,5.63003917,6.369813733,1.653324575,4.125697218,6.369813733,1.653324575,4.716489158,0.579162145,0.581381559,0.61381731,0.615408211,0.464019131,0.570757671,0.615408211,0.464019131,0.15138908,0.395168122,0.4107091,0.461790067,0.459312519,0.332610197,0.411918001,0.461790067,0.332610197,0.12917987,0.156157844,0.168681965,0.213250066,0.210967991,0.110629543,0.171937482,0.213250066,0.110629543,0.102620523,0.394997107,0.085849486,0.7656093,0.4420599,0.387341014,26.07257242
839,30.59129902,36.24522224,38.28921053,35.26409314,37.24714638,35.09745623,38.28921053,30.59129902,7.69791151,1.833641079,1.429058464,1.405913857,1.428449509,1.396132021,1.498638986,1.833641079,1.396132021,0.437509058,2.836900483,1.258012101,1.232110375,1.268493433,1.198025724,1.558708423,2.836900483,1.198025724,1.638874759,0.454828601,0.397595325,0.368453866,0.393086878,0.362684961,0.395329926,0.454828601,0.362684961,0.09214364,0.315871549,0.263660759,0.232882072,0.254516771,0.217844263,0.256955083,0.315871549,0.217844263,0.098027286,0.099774836,0.069516996,0.054234059,0.064778787,0.047456123,0.06715216,0.099774836,0.047456123,0.052318713,0.386326051,0.234910458,0.872027,1.3295758,0.377605781,9.319214516
840,37.86287914,16.05392157,16.11135607,20.80253011,21.84426184,22.70767172,37.86287914,16.05392157,21.80895757,1.556292952,2.972742383,2.982120531,2.499738834,2.376751431,2.477529226,2.982120531,1.556292952,1.425827579,1.595458565,8.742203095,8.886767468,5.987219988,5.286049212,6.099539666,8.886767468,1.595458565,7.291308903,0.462404559,0.653168004,0.648968188,0.605289313,0.593804686,0.59272695,0.653168004,0.462404559,0.190763445,0.373067186,0.559563691,0.547291289,0.487995447,0.485761262,0.490735775,0.559563691,0.373067186,0.186496505,0.139179125,0.313111525,0.299527755,0.238139557,0.235964004,0.245184393,0.313111525,0.139179125,0.1739324,0.409799128,0.227304556,0.9705195,1.2452344,0.400093933,10.21622752
842,35.71150097,18.8034838,17.63277823,14.93226912,15.12737573,21.77000803,35.71150097,14.93226912,20.77923185,1.61214565,2.449483129,2.614803176,3.017960792,3.031777374,2.545234024,3.031777374,1.61214565,1.419631724,1.889360656,5.636262423,6.650033568,8.982642503,9.19643015,6.47094586,9.19643015,1.889360656,7.307069494,0.473418648,0.629675803,0.639833679,0.64199531,0.637192424,0.604423173,0.64199531,0.473418648,0.168576662,0.359128441,0.492570054,0.483873207,0.53333346,0.522457244,0.478272481,0.53333346,0.359128441,0.174205019,0.128973237,0.242625259,0.23413328,0.28444458,0.272961571,0.232627585,0.28444458,0.128973237,0.155471343,0.488870544,0.203570162,1.1270642,1.0613331,0.477599902,13.60841096
843,19.45541308,26.56725352,37.20302419,26.39157738,19.54411515,27.40431704,37.20302419,19.45541308,17.74761111,2.705171397,2.130139848,1.606005638,2.160051714,2.657358544,2.251745428,2.705171397,1.606005638,1.099165759,6.818341284,3.81156574,1.530550069,3.909428693,6.491036861,4.512184529,6.818341284,1.530550069,5.287791215,0.663676407,0.584315728,0.515155963,0.586235023,0.659930512,0.601862727,0.663676407,0.515155963,0.148520444,0.569983254,0.470767859,0.418027832,0.470414661,0.570330648,0.499904851,0.570330648,0.418027832,0.152302816,0.324880909,0.221622377,0.174747269,0.221289953,0.325277048,0.253563511,0.325277048,0.174747269,0.150529779,0.372302281,0.214680291,0.9371699,1.1904091,0.362930582,9.827231504
844,22.61324405,35.20348011,17.74223682,23.42233631,18.01289413,24.74532432,35.20348011,17.74223682,17.46124329,2.23541425,1.559304551,2.757228668,2.167767673,2.663418261,2.276626681,2.757228668,1.559304551,1.197924117,4.708590998,1.727167526,7.610757632,4.380993656,6.946818445,5.074865651,7.610757632,1.727167526,5.883590106,0.574451833,0.457736336,0.634220317,0.57177617,0.625115198,0.572659971,0.634220317,0.457736336,0.176483981,0.428576688,0.341931822,0.506051391,0.435792707,0.498687234,0.442207968,0.506051391,0.341931822,0.164119569,0.183677977,0.116917371,0.256088011,0.189915283,0.248688957,0.19905752,0.256088011,0.116917371,0.13917064,0.359857788,0.171529876,0.8615933,0.9838546,0.351241855,11.88827379
845,24.73251689,15.24641047,16.12205693,13.54058559,13.62699735,17.41039247,24.73251689,13.54058559,11.1919313,2.086746978,2.84749062,2.67642032,3.118232094,3.120951418,2.769968286,3.120951418,2.086746978,1.03420444,3.651765426,7.949831681,6.808048248,9.523792982,9.662809707,7.519249609,9.662809707,3.651765426,6.011044281,0.611959451,0.723043136,0.717029411,0.724479259,0.722723512,0.699846954,0.724479259,0.611959451,0.112519808,0.496441743,0.605885588,0.613514414,0.644222167,0.637074447,0.599427672,0.644222167,0.496441743,0.147780424,0.246454404,0.367097346,0.376399936,0.415022201,0.405863851,0.362167548,0.415022201,0.246454404,0.168567797,0.277580987,0.204539128,0.7741985,1.1839071,0.269839002,7.690259264
846,21.77405515,17.85393482,22.11012414,17.7511489,35.24725967,19.87231575,22.11012414,17.7511489,4.35897524,2.196067165,2.583068244,2.107709985,2.645935323,1.496816108,2.205919365,2.645935323,1.496816108,1.149119215,4.283568052,6.233395848,3.786048316,6.743036211,1.397147994,4.488639284,6.743036211,1.397147994,5.345888217,0.593886428,0.628781607,0.589294392,0.629987244,0.481825269,0.584754988,0.629987244,0.481825269,0.148161975,0.44875096,0.51408598,0.452715701,0.513839954,0.359751374,0.457828794,0.51408598,0.359751374,0.154334606,0.201377424,0.264284395,0.204951506,0.264031499,0.129421051,0.212813175,0.264284395,0.129421051,0.134863344,0.700920694,0.174587449,1.6552743,0.9435797,0.684367951,22.75011156
848,18.36487926,19.33704545,16.10830332,15.34261924,36.09230639,17.28821182,19.33704545,15.34261924,3.99442621,2.641494241,2.505990821,2.9971525,3.048611947,1.616013531,2.561852608,3.048611947,1.616013531,1.432598416,6.819003703,5.992131016,8.780036569,9.326770887,1.815661938,6.546720823,9.326770887,1.815661938,7.511108949,0.615229326,0.609556397,0.644578758,0.64704376,0.473755326,0.598032713,0.64704376,0.473755326,0.173288434,0.494291009,0.49497223,0.551468767,0.552686942,0.386049474,0.495893684,0.552686942,0.386049474,0.166637468,0.244323602,0.244997509,0.304117801,0.305462855,0.149034196,0.249587193,0.305462855,0.149034196,0.156428659,0.427208492,0.213757519,0.9741332,1.2261816,0.417467161,11.32520688
849,17.38448695,32.86816406,22.69689399,21.80946861,17.5324146,23.6897534,32.86816406,17.38448695,15.48367711,2.491683152,1.466507845,1.95778782,2.052961591,2.529932238,2.099774529,2.529932238,1.466507845,1.063424393,5.661231213,1.264708426,3.132248906,3.562246198,6.045052179,3.933097384,6.045052179,1.264708426,4.780343753,0.629451197,0.480589871,0.573460273,0.582220414,0.625862311,0.578316813,0.629451197,0.480589871,0.148861326,0.47914716,0.357947986,0.421538431,0.414834975,0.470858542,0.428865419,0.47914716,0.357947986,0.121199174,0.229582,0.128126761,0.177694649,0.172088057,0.221707767,0.185839847,0.229582,0.128126761,0.101455239,0.308518569,0.10125267,0.6344459,0.5501129,0.30217411,17.26642753
850,19.7938105,20.52309028,25.50755443,16.28648902,16.17578773,20.52773606,25.50755443,16.28648902,9.22106541,2.553431058,2.466884809,2.221721315,2.943487971,2.913771505,2.619859332,2.943487971,2.221721315,0.721766656,6.171154721,5.739079234,4.339606824,8.550113731,8.278661251,6.615723152,8.550113731,4.339606824,4.210506907,0.670501487,0.664138845,0.627660608,0.708243735,0.712183816,0.676545698,0.712183816,0.627660608,0.084523208,0.572156968,0.574020651,0.533497469,0.624783209,0.634276395,0.587746938,0.634276395,0.533497469,0.100778926,0.327363597,0.329499708,0.284619549,0.390354059,0.402306546,0.346828692,0.402306546,0.284619549,0.117686997,0.270591492,0.276510856,0.9247839,1.6278251,0.261343653,5.545358366
851,18.65461067,23.91696126,32.83718834,23.71544825,18.61285467,24.78105213,32.83718834,18.65461067,14.18257767,2.609768271,2.147965103,1.699828994,2.198706311,2.58536822,2.24832738,2.609768271,1.699828994,0.909939277,6.401274535,3.995009695,2.003611841,4.211177426,6.192423268,4.560699353,6.401274535,2.003611841,4.397662694,0.682606287,0.628159057,0.551715025,0.629228198,0.682007694,0.634743252,0.682606287,0.551715025,0.130891262,0.581912685,0.519648376,0.451243142,0.515897775,0.585273634,0.530795122,0.585273634,0.451243142,0.134030492,0.338622373,0.270034434,0.203620373,0.266150514,0.342545226,0.284194584,0.342545226,0.203620373,0.138924853,0.46276826,0.217886603,0.9716908,1.2138963,0.453051352,12.03540483
852,17.42347367,14.97432171,18.15969043,30.27909321,14.87882785,20.20914476,30.27909321,14.97432171,15.3047715,2.811262578,3.143185632,2.69949379,1.886611542,3.131000071,2.734310723,3.143185632,1.886611542,1.25657409,7.873357489,10.02053411,7.202607487,2.854233281,9.83585934,7.557318341,10.02053411,2.854233281,7.166300829,0.669039031,0.689273506,0.663999184,0.523284108,0.691809693,0.647481104,0.691809693,0.523284108,0.168525585,0.558061042,0.596503785,0.565603929,0.426082683,0.603070762,0.54986444,0.603070762,0.426082683,0.176988079,0.311432127,0.355816766,0.319907804,0.181546453,0.363694344,0.306479499,0.363694344,0.181546453,0.182147891,0.279215923,0.24679802,0.7799163,1.5198261,0.27141676,6.411005886
853,19.19699074,14.84558475,19.66357784,14.85666057,30.56897223,17.14070348,19.66357784,14.84558475,4.81799309,2.553586582,3.064664034,2.489136005,3.059706364,1.810287424,2.595476082,3.064664034,1.810287424,1.25437661,6.278971068,9.409081936,5.932109399,9.277122966,2.533397468,6.686136567,9.409081936,2.533397468,6.875684468,0.652547979,0.70879787,0.648201176,0.708620503,0.53569822,0.65077315,0.70879787,0.53569822,0.17309965,0.531737329,0.606352201,0.540232285,0.611378856,0.423315329,0.5426032,0.611378856,0.423315329,0.188063527,0.282744587,0.367662991,0.291850922,0.373784106,0.179195868,0.299047695,0.373784106,0.179195868,0.194588238,0.338172507,0.214943105,0.9417998,1.2877383,0.328754509,8.915433125
854,16.26326603,16.3570414,33.57146356,21.75933069,21.99057809,21.98777542,33.57146356,16.26326603,17.30819753,2.682593829,2.619686604,1.445236463,2.051033122,1.990490306,2.157808065,2.682593829,1.445236463,1.237357366,6.622849522,6.079169516,1.006505342,3.170594743,2.87709695,3.951243215,6.622849522,1.006505342,5.61634418,0.645926571,0.642046842,0.464316969,0.571089507,0.579068977,0.580489773,0.645926571,0.464316969,0.181609602,0.512777358,0.505761859,0.324241762,0.395288582,0.416073014,0.430828515,0.512777358,0.324241762,0.188535596,0.262940619,0.255795058,0.10513272,0.156253063,0.173116753,0.190647643,0.262940619,0.10513272,0.157807899,0.847979046,0.121397492,1.7940097,0.6803133,0.830038949,39.58248657
855,17.50589381,17.94827802,23.15024092,33.15206923,22.61012004,22.9391205,33.15206923,17.50589381,15.64617542,2.741563761,2.681408337,2.19837683,1.668376199,2.266314932,2.311208012,2.741563761,1.668376199,1.073187562,7.424864956,6.975120063,4.452719505,2.055160101,4.795194863,5.140611898,7.424864956,2.055160101,5.369704855,0.650882086,0.644824335,0.591275239,0.488764223,0.5918337,0.593515917,0.650882086,0.488764223,0.162117863,0.526048971,0.521720925,0.458194315,0.363632117,0.459032984,0.465725862,0.526048971,0.363632117,0.162416854,0.27672752,0.272192723,0.20994203,0.132228316,0.210711281,0.220360374,0.27672752,0.132228316,0.144499204,0.32469469,0.162691902,0.6524773,0.8920679,0.318169916,11.30933105
856,34.29068595,21.70643808,17.7629918,18.26273821,21.17526042,23.00571351,34.29068595,17.7629918,16.52769415,1.713498047,2.373022253,2.78350209,2.767972451,2.460235395,2.419646047,2.78350209,1.713498047,1.070004043,2.219080321,5.355859013,7.602620257,7.487752012,5.818559116,5.696774144,7.602620257,2.219080321,5.383539936,0.514265469,0.624362005,0.654465203,0.643210431,0.621023977,0.611465417,0.654465203,0.514265469,0.140199734,0.407056077,0.513591803,0.552427683,0.529818638,0.493907131,0.499360266,0.552427683,0.407056077,0.145371606,0.165694649,0.26377654,0.305176345,0.280707789,0.243944254,0.251859915,0.305176345,0.165694649,0.139481696,0.410602261,0.212901618,0.9575383,1.1699825,0.401026879,10.92873867
857,19.81356197,33.32725694,15.2353974,15.0589693,18.86382536,20.8587964,33.32725694,15.0589693,18.26828764,2.497621104,1.721858126,3.051643387,3.01429643,2.61411821,2.579907451,3.051643387,1.721858126,1.329785261,6.008818388,2.262472671,9.368526871,9.002317964,6.674699816,6.663367142,9.368526871,2.262472671,7.1060542,0.636865815,0.510403972,0.689643448,0.690624248,0.641663552,0.633840207,0.690624248,0.510403972,0.180220276,0.512980883,0.402552605,0.585216484,0.594476053,0.513024453,0.521650096,0.594476053,0.402552605,0.191923448,0.263149386,0.1620486,0.342478333,0.353401777,0.26319409,0.276854437,0.353401777,0.1620486,0.191353177,0.350143181,0.190676322,0.9062052,1.0774565,0.341081129,10.4058263
859,19.81163115,20.05096524,16.38051387,28.58154014,16.36825608,21.2061626,28.58154014,16.38051387,12.20102627,2.578910247,2.516049351,2.878215745,2.0163543,2.924932011,2.582892331,2.924932011,2.0163543,0.908577711,6.363029577,6.010243266,8.087459586,3.375102356,8.450509155,6.457268788,8.450509155,3.375102356,5.075406799,0.666481201,0.668009729,0.705712232,0.581875744,0.710779075,0.666571596,0.710779075,0.581875744,0.128903331,0.560571402,0.566592498,0.621492695,0.487506176,0.626707834,0.572574121,0.626707834,0.487506176,0.139201658,0.314240297,0.321027059,0.38625317,0.237662272,0.392762709,0.330389101,0.392762709,0.237662272,0.155100437,0.685647926,0.234653869,1.1667624,1.3866522,0.673980302,16.55774208
860,24.517369,18.93424479,18.74017693,34.94611144,24.63543221,24.28447554,34.94611144,18.74017693,16.20593451,2.09367145,2.516343697,2.575567345,1.582764515,2.04089705,2.161848811,2.575567345,1.582764515,0.99280283,3.757801178,5.825000003,6.26574454,1.653644704,3.513978846,4.203233854,6.26574454,1.653644704,4.612099836,0.601430364,0.653036483,0.655499529,0.512088678,0.603787038,0.605168418,0.655499529,0.512088678,0.143410851,0.464480386,0.552489365,0.548085538,0.401680781,0.481164352,0.489580084,0.552489365,0.401680781,0.150808584,0.215742029,0.305244499,0.300397757,0.16134745,0.231519134,0.242850174,0.305244499,0.16134745,0.143897049,0.413840372,0.206806444,0.9022262,1.1139024,0.40481811,11.3395666
861,23.23641304,39.08004316,28.83091644,28.63977847,23.03661485,29.94678778,39.08004316,23.23641304,15.84363012,2.089197617,1.291634297,1.687607874,1.719012461,2.110568257,1.779604101,2.110568257,1.291634297,0.81893396,3.710787133,0.792458633,2.06900594,2.206319305,3.87026676,2.529767554,3.87026676,0.792458633,3.077808127,0.605523557,0.489009038,0.543205259,0.54053173,0.611929884,0.558039894,0.611929884,0.489009038,0.122920846,0.484261589,0.384477715,0.401293163,0.392104443,0.485131419,0.429453666,0.485131419,0.384477715,0.100653704,0.234509286,0.147823114,0.161036203,0.153745894,0.235352494,0.186493398,0.235352494,0.147823114,0.08752938,0.77929118,0.167774467,1.2140731,0.7453798,0.767150449,26.32094998
862,17.19542411,18.09140767,14.39433271,27.91230237,14.5276446,19.39836672,27.91230237,14.39433271,13.51796966,2.798136377,2.676978737,3.174629712,1.995038714,3.201529122,2.769262532,3.201529122,1.995038714,1.206490408,7.742846124,6.987909418,10.12915277,3.311728901,10.40808874,7.715945191,10.40808874,3.311728901,7.096359839,0.679672097,0.673456596,0.706761874,0.542276753,0.70074622,0.660582708,0.706761874,0.542276753,0.164485121,0.569110165,0.57518449,0.616767673,0.445844883,0.60363813,0.562109068,0.616767673,0.445844883,0.17092279,0.32388638,0.330837197,0.380402363,0.19877766,0.364378991,0.319656518,0.380402363,0.19877766,0.181624703,0.266097231,0.254996459,0.7871749,1.632183,0.258225483,5.913353914
